Title,Authors,Published,Year,URL,Summary
(Sub)Exponential Quantum Speedup for Optimization,"Jiaqi Leng, Kewen Wu, Xiaodi Wu, Yufan Zheng",2025-04-21,2025,http://arxiv.org/abs/2504.14841v1,"We demonstrate provable (sub)exponential quantum speedups in both discrete and continuous optimization, achieved through simple and natural quantum optimization algorithms, namely the quantum adiabatic algorithm for discrete optimization and quantum Hamiltonian descent for continuous optimization. Our result builds on the Gily\'en--Hastings--Vazirani (sub)exponential oracle separation for adiabatic quantum computing. With a sequence of perturbative reductions, we compile their construction into two standalone objective functions, whose oracles can be directly leveraged by the plain adiabatic evolution and Schr\""odinger operator evolution for discrete and continuous optimization, respectively."
Variational quantum algorithm for the Poisson equation based on the banded Toeplitz systems,"Xiaoqi Liu, Yuedi Qu, Ming Li, Shu-qian Shen",2025-04-21,2025,http://arxiv.org/abs/2504.14828v1,"For solving the Poisson equation it is usually possible to discretize it into solving the corresponding linear system $Ax=b$.Variational quantum algorithms (VQAs) for the discreted Poisson equation have been studied before. We give a VQA based on the banded Toeplitz systems for solving the Poisson equation with respect to the structural features of matrix $A$. In detail, we decompose the matrix $A$ and $A^2$ into a linear combination of the corresponding banded Toeplitz matrix and sparse matrices with only a few non-zero elements. For the one-dimensional Poisson equation with different boundary conditions and the $d$-dimensional Poisson equation with Dirichlet boundary conditions, the number of decomposition terms is less than the work in [Phys. Rev. A 108, 032418 (2023)]. Based on the decomposition of the matrix, we design quantum circuits that evaluate efficiently the cost function.Additionally, numerical simulation verifies the feasibility of the proposed algorithm. In the end, the VQAs for linear systems of equations and matrix-vector multiplications with $K$-banded Teoplitz matrix $T_n^K$ are given, where $T_n^K\in R^{n\times n}$ and $K\in O({\rm ploy}\log n)$."
Categorifying Clifford QCA,Bowen Yang,2025-04-21,2025,http://arxiv.org/abs/2504.14811v1,"We provide a complete classification of Clifford quantum cellular automata (QCAs) on arbitrary metric spaces and any qudits (of prime or composite dimensions) in terms of algebraic L-theory. Building on the delooping formalism of Pedersen and Weibel, we reinterpret Clifford QCAs as symmetric formations in a filtered additive category constructed from the geometry of the underlying space. This perspective allows us to identify the group of stabilized Clifford QCAs, modulo circuits and separated automorphisms, with the Witt group of the corresponding Pedersen--Weibel category. For Euclidean lattices, the classification reproduces and expands upon known results, while for more general spaces -- including open cones over finite simplicial complexes -- we relate nontrivial QCAs to generalized homology theories with coefficients in the L-theory spectrum. We also outline extensions to QCAs with symmetry and mixed qudit dimensions, and discuss how these fit naturally into the L-theoretic framework."
Quantum Measurement Without Collapse or Many Worlds: The Branched Hilbert Subspace Interpretation,Xing M. Wang,2025-04-21,2025,http://arxiv.org/abs/2504.14791v1,"The interpretation of quantum measurements presents a fundamental challenge in quantum mechanics, with concepts such as the Copenhagen Interpretation (CI), Many-Worlds Interpretation (MWI), and Bohmian Mechanics (BM) offering distinct perspectives. We propose the Branched Hilbert Subspace Interpretation (BHSI), which describes measurement as branching the local Hilbert space of a system into parallel subspaces. We formalize the mathematical framework of BHSI using branching and the engaging and disengaging unitary operators to relationally and causally update the states of observers. Unlike the MWI, BHSI avoids the ontological proliferation of worlds and copies of observers, realizing the Born rule based on branch weights. Unlike the CI, BHSI retains the essential features of the MWI: unitary evolution and no wavefunction collapse. Unlike the BM, BHSI does not depend on a nonlocal structure, which may conflict with relativity. We apply BHSI to examples such as the double-slit experiment, the Bell test, Wagner and his friend, and the black hole information paradox. In addition, we explore whether recohering branches can be achieved in BHSI. Compared to the CI and MWI, BHSI provides a minimalist, unitarity-preserving, collapse-free, and probabilistically inherent alternative interpretation of quantum measurements."
Geometric Learning Dynamics,Vitaly Vanchurin,2025-04-20,2025,http://arxiv.org/abs/2504.14728v1,"We present a unified geometric framework for modeling learning dynamics in physical, biological, and machine learning systems. The theory reveals three fundamental regimes, each emerging from the power-law relationship $g \propto \kappa^a$ between the metric tensor $g$ in the space of trainable variables and the noise covariance matrix $\kappa$. The quantum regime corresponds to $a = 1$ and describes Schr\""odinger-like dynamics that emerges from a discrete shift symmetry. The efficient learning regime corresponds to $a = \tfrac{1}{2}$ and describes very fast machine learning algorithms. The equilibration regime corresponds to $a = 0$ and describes classical models of biological evolution. We argue that the emergence of the intermediate regime $a = \tfrac{1}{2}$ is a key mechanism underlying the emergence of biological complexity."
Unconventional Chemical Bonding of Lanthanide-OH Molecules,"Jacek Kłos, Eite Tiesinga, Lan Cheng, Svetlana Kotochigova",2025-04-20,2025,http://arxiv.org/abs/2504.14698v1,"We present a theoretical study of the low lying adiabatic relativistic electronic states of lanthanide monohydroxide (Ln-OH) molecules near their linear equilibrium geometries. We focus on heavy, magnetic DyOH and ErOH relevant to fundamental symmetry tests. We use a restricted-active-space self-consistent field method combined with spin-orbit coupling as well as a relativistic coupled-cluster method. In addition, electric dipole and magnetic moments are computed with the self-consistent field method. Analysis of the results from both methods shows that the dominant molecular configuration of the ground state is one where an electron from the partially filled and submerged 4f orbital of the lanthanide atom moves to the hydroxyl group, leaving the closed outer-most 6s$^2$ lone electron pair of the lanthanide atom intact in sharp contrast to the bonding in alkaline-earth monohydroxides and YbOH, where an electron from the outer-most s shell moves to the hydroxyl group. For linear molecules the projection of the total electron angular momentum on the symmetry axis is a conserved quantity with quantum number $\Omega$ and we study the polynomial $\Omega$ dependence of the energies of the ground states as well as their electric and magnetic moments. We find that the lowest energy states have $|\Omega|=15/2$ and 1/2 for DyOH and ErOH, respectively. The zero field splittings among these $\Omega$ states is approximately $hc\times 1\,000$~cm$^{-1}$. We find that the permanent dipole moments for both triatomics are fairly small at 0.23 atomic units. The magnetic moments are closely related to that of the corresponding atomic Ln$^+$ ion in an excited electronic state. We also realize that the total electron angular momentum is to good approximation conserved and has a quantum number of 15/2 for both triatomic molecules."
Quantum Simulation of the Unruh Temperature the Thermal Properties of Virtually Evolving Bose-Einstein Condensates,"Imad-Eddine Chorfi, Nacer eddine Belaloui, Abdellah Tounsi, Achour Benslama, Mohamed Taha Rouabah",2025-04-20,2025,http://arxiv.org/abs/2504.14685v1,"This paper presents a novel theoretical model to simulate the Unruh temperature by relating it to the critical temperature of multiple Bose-Einstein thermal baths. These thermal baths are conceptualized as snapshots of a Bose-Firework originating from an evolving driven Bose-Einstein condensate (BEC). The critical temperature of each snapshot is determined from the heat capacity, which is numerically estimated by calculating the partition function derived from the system's Hamiltonian. By analyzing the relationship between the average number of the phononic excitations at the critical temperature, acceleration, and the critical temperature itself, our model demonstrates a significant agreement with the Unruh temperature formula, thereby validating our hypothesis. This theoretical approach offers a cost-effective and time-efficient alternative to resource-intensive experimental simulations. Furthermore, it provides a unique perspective on quantum simulation by utilizing the critical phenomena of condensed matter systems to probe fundamental quantum relativistic effects."
Page curve like dynamics in Interacting Quantum Systems,"Tamoghna Ray, Abhishek Dhar, Manas Kulkarni",2025-04-20,2025,http://arxiv.org/abs/2504.14675v1,"We study the dynamics of entanglement in a one-dimensional $XXZ$ spin-$1/2$ chain, with and without integrability-breaking interactions, that is connected to a bath. We start from a state where the system and bath are completely unentangled, and the bath is polarized spin-down. We consider two different initial states for the system - (i) a polarized spin-up state, and (ii) an infinite temperature state. In the particle representation of the spin chain, the polarized spin-up state corresponds to a filled state, while the polarized spin-down state corresponds to an empty state. Starting from these inhomogeneous quenches, in all the above-mentioned cases we obtain the Page curve like behavior in the entanglement. We report different power-law behavior in the growth of entanglement for different initial states and different kinds of baths (interacting and non-interacting). In an attempt to explore plausible deep connections between entanglement and Boltzmann entropy, we investigate the latter in both the filled and the infinite temperature case, for the system and the bath. For the filled case, the Boltzmann entropy of the system has the form of a Page curve but quantitatively deviates from the entanglement. On the other hand, the entropy of the bath keeps increasing. Remarkably, for the infinite temperature case, we find that the system and bath Boltzmann entropies agree with the entanglement entropy, after and before the Page time, respectively. Our findings are expected to hold for generic interacting quantum systems and could be of relevance to black hole physics."
Exact Duality at Low Energy in a Josephson Tunnel Junction Coupled to a Transmission Line,"Luca Giacomelli, Michel H. Devoret, Cristiano Ciuti",2025-04-20,2025,http://arxiv.org/abs/2504.14651v1,"We theoretically explore the low-energy behavior of a Josephson tunnel junction coupled to a finite-length, charge-biased transmission line and compare it to its flux-biased counterpart. For transmission lines of increasing length, we show that the low-energy charge-dependent energy bands of the charge-biased configuration can be exactly mapped onto those of the flux-biased system via a well-defined duality transformation of circuit parameters. In the limit of an infinitely long transmission line, the influence of boundary conditions vanishes, and both circuits reduce to a resistively shunted Josephson junction. This convergence reveals the system's intrinsic self-duality and critical behavior. Our exact formulation of charge-flux duality provides a foundation for generalizations to more complex superconductor-insulator phase transitions."
Estimating detector error models from syndrome data,"Robin Blume-Kohout, Kevin Young",2025-04-20,2025,http://arxiv.org/abs/2504.14643v1,"Protecting quantum information using quantum error correction (QEC) requires repeatedly measuring stabilizers to extract error syndromes that are used to identify and correct errors. Syndrome extraction data provides information about the processes that cause errors. The collective effects of these processes can be described by a detector error model (DEM). We show how to estimate probabilities of individual DEM events, and of aggregated classes of DEM events, using data from multiple cycles of syndrome extraction."
Theoretical basis of measurement-device-independent quantum-key-distribution with asymmetric sources,"Jia-Jv Deng, Feng-Yu Lu, Zhen-Qiu Zhong, Xiao-Hai Zhan, Zhen-Qiang Yin, Shuang Wang, Wei Chen, De-Yong He, Guang-Can Guo, Zheng-Fu Han",2025-04-20,2025,http://arxiv.org/abs/2504.14614v1,"Measurement-device-independent quantum key distribution (MDI-QKD) has been a promising technology for the implementation of end-to-end quantum networks. In practice, the asymmetry of both sources and channels is generally inevitable. Therefore, we propose a theory to analyze the overall performance when two arbitrary and asymmetric sources the MDI users employ. As a specific application, we calculate the key rate of MDI-QKD with weak coherent pulse source and spontaneous parametric down-conversion source, and compare this result to the cases with symmetric sources. This work provides a theoretical basis for analyzing and optimizing MDI-QKD networks with asymmetric sources. Since requiring all users to employ identical sources in a network is unreasonable, our theory paves the way for the practical deployment of MDI-QKD networks."
Photonic Qubit Gates via 1D Scattering from an Array of Two-Level Emitters,"Evangelos Varvelis, Joachim Ankerhold",2025-04-20,2025,http://arxiv.org/abs/2504.14581v1,"Photonic quantum computing offers a promising platform for quantum information processing, benefiting from the long coherence times of photons and their ease of manipulation. This paper presents a scheme for implementing a deterministic phase gate for dual-rail number encoded photonic qubits, leveraging a standard 1D waveguide coupled to an array of two-level emitters (TLE). Using a transfer matrix approach, we develop a protocol for deterministic phase gate operation, demonstrating its robustness against non-waveguide mode coupling and disorder. Finally, we relax the idealized assumption of monochromatic light, considering finite-bandwidth pulses. Despite these realistic considerations, our results indicate high fidelity for the proposed phase gate protocol. Finally we will discuss two qubit operations."
Non-Equilibrium Probing of Topological Supersolids in Spin-Orbit-Coupled Dipolar Condensates,"Biao Dong, Xiao-Fei Zhang, Wei Han, Renyuan Liao, Xue-Ying Yang, Wu-Ming Liu, Yong-Chang Zhang",2025-04-20,2025,http://arxiv.org/abs/2504.14578v1,"A chiral supersolid is a quantum phase that simultaneously exhibits crystalline order, superfluidity, and topological spin texture, with spontaneously broken translational, U(1) gauge, and chiral symmetries. Here, we demonstrate a chiral supersolid with tunable non-equilibrium dynamics in a spin-orbit coupled dipolar Bose-Einstein condensate. By adjusting dipolar interaction and spin-orbit coupling, we uncover two distinct quantum phase transitions: (i) a first-order transition from a single skyrmion superfluid to a triangular meron supersolid, and (ii) a second-order transition from this superfluid to a square skyrmion supersolid. These phases are characterized by their lattice symmetries, nonclassical rotational inertia, and spin textures. Under parity-time symmetric dissipation, we predict phase-dependent damping of the current oscillations, directly linked to the superfluid fraction. The predicted chiral supersolid phase can be experimentally observed in ultracold magnetic atoms with spin-orbit coupling. Our results establish dipolar quantum gases as a platform for designing topological matter with spintronic functionality."
Quantum-Enhanced Weight Optimization for Neural Networks Using Grover's Algorithm,"Stefan-Alexandru Jura, Mihai Udrescu",2025-04-20,2025,http://arxiv.org/abs/2504.14568v1,"The main approach to hybrid quantum-classical neural networks (QNN) is employing quantum computing to build a neural network (NN) that has quantum features, which is then optimized classically. Here, we propose a different strategy: to use quantum computing in order to optimize the weights of a classical NN. As such, we design an instance of Grover's quantum search algorithm to accelerate the search for the optimal parameters of an NN during the training process, a task traditionally performed using the backpropagation algorithm with the gradient descent method. Indeed, gradient descent has issues such as exploding gradient, vanishing gradient, or convexity problem. Other methods tried to address such issues with strategies like genetic searches, but they carry additional problems like convergence consistency. Our original method avoids these issues -- because it does not calculate gradients -- and capitalizes on classical architectures' robustness and Grover's quadratic speedup in high-dimensional search spaces to significantly reduce test loss (58.75%) and improve test accuracy (35.25%), compared to classical NN weight optimization, on small datasets. Unlike most QNNs that are trained on small datasets only, our method is also scalable, as it allows the optimization of deep networks; for an NN with 3 hidden layers, trained on the Digits dataset from scikit-learn, we obtained a mean accuracy of 97.7%. Moreover, our method requires a much smaller number of qubits compared to other QNN approaches, making it very practical for near-future quantum computers that will still deliver a limited number of logical qubits."
Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction,"Charlie Campbell, Hao Mark Chen, Wayne Luk, Hongxiang Fan",2025-04-20,2025,http://arxiv.org/abs/2504.14557v1,"Multi-agent frameworks with Large Language Models (LLMs) have become promising tools for generating general-purpose programming languages using test-driven development, allowing developers to create more accurate and robust code. However, their potential has not been fully unleashed for domain-specific programming languages, where specific domain exhibits unique optimization opportunities for customized improvement. In this paper, we take the first step in exploring multi-agent code generation for quantum programs. By identifying the unique optimizations in quantum designs such as quantum error correction, we introduce a novel multi-agent framework tailored to generating accurate, fault-tolerant quantum code. Each agent in the framework focuses on distinct optimizations, iteratively refining the code using a semantic analyzer with multi-pass inference, alongside an error correction code decoder. We also examine the effectiveness of inference-time techniques, like Chain-of-Thought (CoT) and Retrieval-Augmented Generation (RAG) in the context of quantum programming, uncovering observations that are different from general-purpose code generation. To evaluate our approach, we develop a test suite to measure the impact each optimization has on the accuracy of the generated code. Our findings indicate that techniques such as structured CoT significantly improve the generation of quantum algorithms by up to 50%. In contrast, we have also found that certain techniques such as RAG show limited improvement, yielding an accuracy increase of only 4%. Moreover, we showcase examples of AI-assisted quantum error prediction and correction, demonstrating the effectiveness of our multi-agent framework in reducing the quantum errors of generated quantum programs."
Bolometric Superconducting Optical Nanoscopy (BOSON),"Ran Jing, Boyi Zhou, Dingchen Kang, Wenjun Zheng, Zijian Zhou, Heng Wang, Xinzhong Chen, Juntao Yao, Bing Cheng, Ji-Hoon Park, Lukas Wehmeier, Zhenbing Dai, Shoujing Chen, Christopher D. Prainito, G. L. Carr, Ilya Charaev, Denis Bandurin, Genda Gu, Qiang Li, Karl. K. Berggren, D. N. Basov, Xu Du, Mengkun Liu",2025-04-20,2025,http://arxiv.org/abs/2504.14547v1,"Superconducting transition-edge sensors are renowned for their extraordinary photon sensitivity and energy resolution, finding applications spanning quantum information, astronomy, and nanophotonics. Here, we report the development of BOlometric Superconducting Optical Nanoscopy (BOSON), a novel platform that integrates bolometric detection at the superconducting transition edges with near-field optical techniques. BOSON enables the mapping of photoinduced changes in superconductivity with unprecedented spatial resolution and photon sensitivity. By incorporating BOSON with low-dimensional materials, we achieved polariton imaging at nanowatt excitation levels--at least four orders of magnitude lower than the power typically required in prior near-field nanoscopy experiments. Our findings highlight the potential for BOSON to advance scanning probe based optical platforms to enable the detection of photons, polaritons, and Cooper pair dynamics at the nanoscale. This paves the way for quantum sensing applications using single-polariton detection and can offer deeper insights into quasiparticle dynamics."
Quantum tomography of the superfluid-insulator transition for a mesoscopic atomtronic ring,"Yehoshua Winsten, Doron Cohen",2025-04-20,2025,http://arxiv.org/abs/2504.14505v1,"We provide a phase-space perspective for the analysis of the superfluid-insulator transition for finite-size Bose-Hubbard circuits. We explore how the eigenstates parametrically evolve as the inter-particle interaction is varied, paying attention to the fingerprints of chaos at the quantum phase-transition. Consequently, we demonstrate that the tomographic spectrum reflects the existence of mixed-regions of chaos and quasi-regular motion in phase-space. This tomographic semiclassical approach is much more efficient and informative compared to the traditional ``level statistics"" inspection. Of particular interest is the characterization of the fluctuations that are exhibited by the many-body eigenstates. In this context, we associate with each eigenstate a Higgs measure for the identification of amplitude modes of the order-parameter. Finally we focus on the formation of the lowest Goldstone and Higgs bands."
Entangled states are not always useful for single shot distinguishability of unitaries,"Satyaki Manna, Anandamay Das Bhowmik, Debashis Saha",2025-04-20,2025,http://arxiv.org/abs/2504.14499v1,"There has been many instances where the entangled state as a probe acts better than the single state in the task of distinguishing quantum channels. We provide a proof in the agreement of this motion in the context of single shot distinguishability of two unitaries. But interestingly, there exists two unitaries which are distinguishable with non-maximally entangled state but indistinguishable with maximally entangled state. One striking feature of optimal probing state in this task can be observed if we increase the number of unitaries more than two. There exists a class of unitaries in every dimension $\geqslant$ 3 for which an input entangled state cannot distinguish them but an input single state can."
Toward extracting scattering phase shift from integrated correlation functions on quantum computers,Peng Guo,2025-04-20,2025,http://arxiv.org/abs/2504.14474v1,"Based on a established relation in Refs.~\cite{Guo:2023ecc,Guo:2024zal,Guo:2024pvt} that relates the integrated correlation functions for a trapped system to the infinite volume scattering phase shifts through a weighted integral, we propose to extract the infinite volume scattering phase shifts through quantum simulation of the integrated correlation functions of trapped two-particle systems on quantum computers. The integrated correlation function can be computed by an ancilla-based algorithm proposed in Ref.~\cite{PhysRevA.64.022319}. The proposal is demonstrated with a simple contact interaction fermion model."
"Guess, SWAP, Repeat : Capturing Quantum Snapshots in Classical Memory","Debarshi Kundu, Avimita Chatterjee, Swaroop Ghosh",2025-04-20,2025,http://arxiv.org/abs/2504.14459v1,"We introduce a novel technique that enables observation of quantum states without direct measurement, preserving them for reuse. Our method allows multiple quantum states to be observed at different points within a single circuit, one at a time, and saved into classical memory without destruction. These saved states can be accessed on demand by downstream applications, introducing a dynamic and programmable notion of quantum memory that supports modular, non-destructive quantum workflows. We propose a hardware-agnostic, machine learning-driven framework to capture non-destructive estimates, or ""snapshots,"" of quantum states at arbitrary points within a circuit, enabling classical storage and later reconstruction, similar to memory operations in classical computing. This capability is essential for debugging, introspection, and persistent memory in quantum systems, yet remains difficult due to the no-cloning theorem and destructive measurements. Our guess-and-check approach uses fidelity estimation via the SWAP test to guide state reconstruction. We explore both gradient-based deep neural networks and gradient-free evolutionary strategies to estimate quantum states using only fidelity as the learning signal. We demonstrate a key component of our framework on IBM quantum hardware, achieving high-fidelity (approximately 1.0) reconstructions for Hadamard and other known states. In simulation, our models achieve an average fidelity of 0.999 across 100 random quantum states. This provides a pathway toward non-volatile quantum memory, enabling long-term storage and reuse of quantum information, and laying groundwork for future quantum memory architectures."
Quantum cellular automata for word statistics facilitated by quantum correlations,"Guanhua Chen, Yao Yao",2025-04-20,2025,http://arxiv.org/abs/2504.14453v1,"We propose an iterative algorithm to investigate the cooperative evolution dominated by information encoded within state spaces in a random quantum cellular automaton. Inspired by the 2-gram model in statistical linguistics, the updates of quantum states are determined by a given corpus, which serves as the interactions to induce quantum correlations. These local cooperative interactions lead to block-diagonal evolution quantified by the entanglement asymmetry. We evaluate the influence of two-site gates on the iteration process and reveal the associated search speedup. Crucially, we demonstrate the information scrambling dependent of gate sampling, uncovering an intriguing bond percolation. Our results provide an adaptive paradigm for quantum search algorithms and random many-body dynamics."
Gauging Quantum Phases: A Matrix Product State Approach,"David Blanik, José Garre-Rubio, Norbert Schuch",2025-04-19,2025,http://arxiv.org/abs/2504.14380v1,"Utilizing the framework of matrix product states, we investigate gauging as a method for exploring quantum phases of matter. Specifically, we describe how symmetry-protected topological (SPT) phases and spontaneous symmetry breaking (SSB) phases in one-dimensional spin systems behave under twisted gauging, a generalization of the well-known gauging procedure for globally symmetric states. Compared to previous, order parameter--based, approaches our analysis is not limited to the case of maximally non-commutative (MNC) phases and we use our findings to propose a generalization of the Kennedy-Tasaki transformation to the non-MNC setting. A key result of our work is that gauging produces configurations characterized by a combination of MNC order and symmetry breaking, when applied to non-MNC SPT phases. More generally, we conjecture a precise correspondence between SSB and non-MNC SPT phases, possibly enabling the detection of such phases using local and string order parameters."
Average Spread Complexity and the Higher-Order Level Spacing,"Amin Faraji Astaneh, Niloofar Vardian",2025-04-19,2025,http://arxiv.org/abs/2504.14362v1,"We investigate the spread complexity of a generic two-level subsystem of a larger system to analyze the influence of energy level statistics, comparing chaotic and integrable systems. Initially focusing on the nearest-neighbor level spacing, we observe the characteristic slope-dip-ramp-plateau structure. Further investigation reveals that certain matrix models exhibit additional iterative peaks, motivating us to generalize the known spacing distributions to higher-order level spacings. While this structure persists in chaotic systems, we find that integrable systems can also display similar features, highlighting limitations in using complexity as a universal diagnostic of quantum chaos."
Application of an upsampling algorithm to quantum state preparation of continuous and discrete probability distributions,R. P. Erickson,2025-04-19,2025,http://arxiv.org/abs/2504.14349v1,"Upsampling of time series data is often associated with classical fast Fourier transform analysis, but it also can be employed in the preparation of a quantum state vector. The quantum circuit of preparation derived from functional data sampled in this way exhibits exponential gate depth, like other divide-and-conquer algorithms, but is transformable to an equivalent circuit of polylogarithmic gate depth. In this study, we derive a polylogarthmic upsampling algorithm for construction of a state vector with amplitudes that are square roots of probabilities sampled from a continuous probability distribution having support over the entire real line. As examples, we prepare state vectors associated with Gaussian and Laplace distributions; state vectors for other continuous probability distributions such as Cauchy and Student's t follow in a similar manner. We also extend the algorithm to include preparation of a state vector whose amplitudes are square roots of an arbitrary distribution of discrete probabilities. Our analyses focus on univariate distributions, but can be extended to multivariate forms. The polylogarithmic upsampling algorithm has financial and scientific application."
Quantum emitters in silicon: Purcell-enhanced lifetime modulation as a probe of local refractive index changes,"Yevhenii Morozov, Anatoliy Lapchuk",2025-04-19,2025,http://arxiv.org/abs/2504.14342v1,"Quantum emitters embedded in silicon photonic cavities offer a powerful and scalable platform for label-free refractive index sensing at the nanoscale. We propose and theoretically analyze a novel sensing mechanism based on Purcell-enhanced modulation of the emitter's spontaneous emission lifetime, enabling detection of refractive index changes via time-correlated single-photon counting (TCSPC). In contrast to traditional resonance-shift sensors, our approach exploits the lifetime sensitivity to variations in the local density of optical states (LDOS), providing an intensity-independent, spectrally unresolvable, and CMOS-compatible sensing modality. We derive analytical expressions linking refractive index perturbations to relative lifetime shifts and identify an optimal off-resonance operation regime, where the lifetime response becomes linear and maximally sensitive to small perturbations. Parametric evaluation shows that for moderate-quality photonic cavities (Q = 10^5 to 10^7), this method enables refractive index detection limits as low as 1^(-9) RIU, competitive with or even outperforming state-of-the-art plasmonic and microresonator sensors, yet requiring significantly simpler instrumentation. Furthermore, we show that long-lived emitters such as T-centers in silicon provide a unique advantage, allowing sub-nanosecond lifetime shifts to be resolved with standard TCSPC systems. Although room-temperature operation of quantum emitters in silicon has yet to be demonstrated, our results lay the theoretical foundation for scalable, room-temperature, quantum-enabled sensing of refractive index changes, eliminating the need for spectral resolution and cryogenic infrastructure."
Dichotomy theorem distinguishing non-integrability and the lowest-order Yang-Baxter equation for isotropic spin chains,"Naoto Shiraishi, Mizuki Yamaguchi",2025-04-19,2025,http://arxiv.org/abs/2504.14315v1,"We investigate the integrability and non-integrability of isotropic spin chains with nearest-neighbor interaction with general spin $S$. We prove a dichotomy theorem that a single relation sharply separates two scenarios: (i) this system is non-integrable, or (ii) the lowest-order Yang-Baxter equation is satisfied. This result solves in the affirmative the Grabowski-Mathieu conjecture stating that a model is integrable only if this model has a 3-local conserved quantity. This theorem also serves as a complete classification of integrability and non-integrability for $S\leq 13.5$, suggesting that all the integrable models are in the scope of the Yang-Baxter equation."
Repeated temperature measurements in quantum thermodynamics,"N. M. Gerasimov, A. E. Teretenkov",2025-04-19,2025,http://arxiv.org/abs/2504.14312v1,"In this work, we model the temperature measurement as a transformation of the arbitrary state into the Gibbs state. We start with a general formalism of ansatz-posteriors, which includes many usual models of posterior states due to measurement or state preparation. On the one hand, it contains models of selective and non-selective measurements posteriors as special cases, which allows us to consider it as a generalization of usual measurement models. On the other hand, it contains the abovementioned transformation into the Gibbs state as a special case as well. We derive an analog of the master equation in the stroboscopic limit of repeated measurements. Then we apply our general approach to temperature measurement."
Light-matter interaction inside an optical cavity: A perspective,"Anneswa Paul, Upendra Harbola",2025-04-19,2025,http://arxiv.org/abs/2504.14266v1,"Light-matter interaction inside an optical cavity and formation of polaritonic states have gained interest in the past decades as it has direct applications in many research fields. Different regimes of light-matter coupling have been studied using different approximations, one of which is rotating wave approximation(RWA), which is said to be valid for weak coupling and near resonant regimes. In this study, we have categorized the light-matter coupling into four regimes depending on the validity of the RWA as moderate, $\lambda/\omega_c\leq 0.1$, strong, $0.1 \leq \lambda/\omega_c\leq 0.5$, ultra-strong, $0.5 \leq\lambda/\omega_c\leq 1.0$ and deep-strong, $\lambda/\omega_c\geq 1.0$ coupling, where $\lambda$ is the coupling strength and $\omega_c$ is the cavity frequency. In experiments, vacuum Rabi-splitting has been observed which is a clear indication of formation of polaritonic states. It is a common misunderstanding that the cavity remains in vacuum state when the coupled system is in the ground state. Here we show that upon coupling, the cavity has non-zero excitation even in the ground state, which is not captured by RWA. In fact, RWA breaks down completely to predict the ground state properties as it fails to capture the interaction between the matter and the cavity field."
A note on the lower bounds of genuine multipartite entanglement concurrence,"Ming Li, Yaru Dong, Ruiqi Zhang, Xuena Zhu, Shuqian Shen, Lei Li, Shao-Ming Fei",2025-04-19,2025,http://arxiv.org/abs/2504.14234v1,"Quantum entanglement plays a pivotal role in quantum information processing. Quantifying quantum entanglement is a challenging and essential research area within the field. This manuscript explores the relationships between bipartite entanglement concurrence, multipartite entanglement concurrence, and genuine multipartite entanglement (GME) concurrence. We derive lower bounds on GME concurrence from these relationships, demonstrating their superiority over existing results through rigorous proofs and numerical examples. Additionally, we investigate the connections between GME concurrence and other entanglement measures, such as tangle and global negativity, in multipartite quantum systems."
Mutually unbiased measurements-induced lower bounds of concurrence,"Yu Lu, Meng Su, Zhong-Xi Shen, Hong-Xing Wu, Shao-Ming Fei, Zhi-Xi Wang",2025-04-19,2025,http://arxiv.org/abs/2504.14160v1,"We propose a family of lower bounds for concurrence in quantum systems using mutually unbiased measurements, which prove more effective in entanglement estimation compared to existing methods. Through analytical and numerical examples, we demonstrate that these bounds outperform conventional approaches, particularly in capturing finer entanglement features. Additionally, we introduce separability criterions based on MUMs for arbitrary $d$-dimensional bipartite systems, the research results show that our criterion has more advantages than the existing criteria."
Refinement orders for quantum programs,"Yuan Feng, Li Zhou",2025-04-19,2025,http://arxiv.org/abs/2504.14158v1,"Refinement is an influential technique used in the verification and development of computer programs. It provides a systematic and rigorous approach to software development through stepwise refinement, where a high-level abstract specification is progressively transformed into an implementation that meets the desired requirements. Central to this technique is the notion of a refinement order, which ensures that each refinement step preserves program correctness. Different orders can be defined with respect to partial and total correctness, as well as for deterministic and nondeterministic programs. In the realm of quantum programs, the theory becomes even more intricate due to the existence of various quantum state predicates, leading to different notions of specifications. This paper thoroughly explores different refinement orders for quantum programs and examines the relationships between them."
