Title,Authors,Published,Year,URL,Summary
Landscape of Quantum Information Science and Engineering Education: From Physics Foundations to Interdisciplinary Frontiers,"A. R. Piña, Shams El-Adawy, Mike Verostek, Brett T. Boyle, Mateo Cacheiro, Matt Lawler, Namitha Pradeep, Ella Watts, Colin G. West, H. J. Lewandowski, Benjamin M. Zwickl",2025-04-18,2025,http://arxiv.org/abs/2504.13719v1,"Quantum Information Science and Engineering (QISE) is rapidly gaining interest from those within many disciplines and higher education needs to adapt to the changing landscape. Although QISE education still has a strong presence and roots in physics, the field is becoming increasingly interdisciplinary. There is a need to understand the presence of QISE instruction and quantum-related instruction across all disciplines in order to figure out where QISE education is already happening and where it could be expanded. Although there is recent work that characterizes introductory QISE courses, there is no holistic picture of the landscape of QISE and quantum-related education in the United States. We analyzed course catalogs from 1,456 U.S. institutions. We found 61 institutions offering QISE degree programs, mostly at PhD-granting schools, with physics, electrical and computer engineering (ECE), and computer science(CS) as their primary contributors . Across all institutions, we identified over 8,000 courses mentioning 'quantum,' but about one-third of institutions in our study had none. We also found over 500 dedicated QISE courses, concentrated in PhD-granting institutions, primarily in physics, ECE, and CS. Physics leads in offering both general quantum-related ($\sim$4,700) and QISE-specific ($\sim$200) courses. Across multiple disciplines, we see that QISE topics are being introduced in courses not fully dedicated to QISE, which may be a productive strategy for increasing access to QISE education. Our dataset and analysis provide the most comprehensive overview to date of quantum education across US higher education. To ensure broad access, all data are publicly available and downloadable at quantumlandscape.streamlit.app. We hope these findings will support and guide future efforts in curriculum design, workforce development, and education policy across the quantum ecosystem."
Fast microwave-driven two-qubit gates between fluxonium qubits with a transmon coupler,"Siddharth Singh, Eugene Y. Huang, Jinlun Hu, Figen Yilmaz, Martijn F. S. Zwanenburg, Piranavan Kumaravadivel, Siyu Wang, Taryn V. Stefanski, Christian Kraglund Andersen",2025-04-18,2025,http://arxiv.org/abs/2504.13718v1,"Two qubit gates constitute fundamental building blocks in the realization of large-scale quantum devices. Using superconducting circuits, two-qubit gates have previously been implemented in different ways with each method aiming to maximize gate fidelity. Another important goal of a new gate scheme is to minimize the complexity of gate calibration. In this work, we demonstrate a high-fidelity two-qubit gate between two fluxonium qubits enabled by an intermediate capacitively coupled transmon. The coupling strengths between the qubits and the coupler are designed to minimize residual crosstalk while still allowing for fast gate operations. The gate is based on frequency selectively exciting the coupler using a microwave drive to complete a 2$\pi$ rotation, conditional on the state of the fluxonium qubits. When successful, this drive scheme implements a conditional phase gate. Using analytically derived pulse shapes, we minimize unwanted excitations of the coupler and obtain gate errors of $10^{-2}$ for gate times below 60~ns. At longer durations, our gate is limited by relaxation of the coupler. Our results show how carefully designed control pulses can speed up frequency selective entangling gates."
Categories of abstract and noncommutative measurable spaces,"Tobias Fritz, Antonio Lorenzin",2025-04-18,2025,http://arxiv.org/abs/2504.13708v1,"Gelfand duality is a fundamental result that justifies thinking of general unital $C^*$-algebras as noncommutative versions of compact Hausdorff spaces. Inspired by this perspective, we investigate what noncommutative measurable spaces should be. This leads us to consider categories of monotone $\sigma$-complete $C^*$-algebras as well as categories of Boolean $\sigma$-algebras, which can be thought of as abstract measurable spaces. Motivated by the search for a good notion of noncommutative measurable space, we provide a unified overview of these categories, alongside those of measurable spaces, and formalize their relationships through functors, adjunctions and equivalences. This includes an equivalence between Boolean $\sigma$-algebras and commutative monotone $\sigma$-complete $C^*$-algebras, as well as a Gelfand-type duality adjunction between the latter category and the category of measurable spaces. This duality restricts to two equivalences: one involving standard Borel spaces, which are widely used in probability theory, and another involving the more general Baire measurable spaces. Moreover, this result admits a probabilistic version, where the morphisms are $\sigma$-normal cpu maps and Markov kernels, respectively. We hope that these developments can also contribute to the ongoing search for a well-behaved Markov category for measure-theoretic probability beyond the standard Borel setting - an open problem in the current state of the art."
Radio-Frequency Pseudo-Null Induced by Light in an Ion Trap,"Daun Chung, Yonghwan Cha, Hosung Shon, Jeonghyun Park, Woojun Lee, Kyungmin Lee, Beomgeun Cho, Kwangyeul Choi, Chiyoon Kim, Seungwoo Yoo, Suhan Kim, Uihwan Jeong, Jiyong Kang, Jaehun You, Taehyun Kim",2025-04-18,2025,http://arxiv.org/abs/2504.13699v1,"In a linear radio-frequency (rf) ion trap, the rf null is the point of zero electric field in the dynamic trapping potential where the ion motion is approximately harmonic. When displaced from the rf null, the ion is superimposed by fast oscillations known as micromotion, which can be probed through motion-sensitive light-atom interactions. In this work, we report on the emergence of the rf pseudo-null, a locus of points where the ion responds to light as if it were at the true rf null, despite being displaced from it. The phenomenon is fully explained by accounting for the general two-dimensional structure of micromotion and is experimentally verified under various potential configurations, with observations in great agreement with numerical simulations. The rf pseudo-null manifests as a line in a two-dimensional parameter space, determined by the geometry of the incident light and its overlap with the motional structure of the ion. The true rf null occurs uniquely at the concurrent point of the pseudo-null lines induced by different light sources."
Absence of Entanglement Growth in Dicke Superradiance,Nico S. Bassler,2025-04-18,2025,http://arxiv.org/abs/2504.13646v1,"Dicke superradiance describes an ensemble of $N$ permutationally invariant two-level systems collectively emitting radiation with a peak radiated intensity scaling as $N^2$. Although individual Dicke states are typically entangled, the density matrix during superradiant decay is a mixture of such states, raising the subtle question of whether the total state is entangled or separable. We resolve this by showing analytically that for all $N$, starting from the fully excited state, the collective decay preserves separability for all times. This answers a longstanding question on the role of entanglement in Dicke superradiance and underscores that, despite collective dissipation, separable states remain separable under these dynamics."
Realizing exceptional points by Floquet dissipative couplings in thermal atoms,"Zimo Zhang, Fengbo Zhang, Zhongxiao Xu, Ying Hu, Han Bao, Heng Shen",2025-04-18,2025,http://arxiv.org/abs/2504.13616v1,"Exceptional degeneracies and generically complex spectra of non-Hermitian systems are at the heart of numerous phenomena absent in the Hermitian realm. Recently, it was suggested that Floquet dissipative coupling in the space-time domain may provide a novel mechanism to drive intriguing spectral topology with no static analogues, though its experimental investigation in quantum systems remains elusive. We demonstrate such Floquet dissipative coupling in an ensemble of thermal atoms interacting with two spatially separated optical beams, and observe an anomalous anti-parity-time symmetry phase transition at an exception point far from the phase-transition threshold of the static counterpart. Our protocol sets the stage for Floquet engineering of non-Hermitian topological spectra, and for engineering new quantum phases that cannot exist in static systems."
Speedup Chip Yield Analysis by Improved Quantum Bayesian Inference,"Zi-Ming Li, Zeji Li, Tie-Fu Li, Yu-xi Liu",2025-04-18,2025,http://arxiv.org/abs/2504.13613v1,"The semiconductor chip manufacturing process is complex and lengthy, and potential errors arise at every stage. Each wafer contains numerous chips, and wafer bin maps can be generated after chip testing. By analyzing the defect patterns on these wafer bin maps, the steps in the manufacturing process where errors occurred can be inferred. In this letter, we propose an improved quantum Bayesian inference to accelerate the identification of error patterns on wafer bin maps, thereby assisting in chip yield analysis. We outline the algorithm for error identification and detail the implementation of improved quantum Bayesian inference. Our results demonstrate the speed advantage of quantum computation over classical algorithms with a real-world problem, highlighting the practical significance of quantum computation."
Adaptive Lattice Gas Algorithm: Classical and Quantum implementations,"Niccolò Fonio, Ljubomir Budinski, Valtteri Lahtinen, Pierre Sagaut",2025-04-18,2025,http://arxiv.org/abs/2504.13549v1,"Lattice gas algorithms (LGA) are a class of algorithms including, in chronological order, binary lattice gas cellular automata (LGCA), integer lattice gas algorithms (ILGA) and lattice Boltzmann method (LBM). They are largely used for simulating non-linear systems. Starting from 1-dimensional ILGA, we design an algorithm where we carry out a fraction of the possible collisions. These fractions are then adapted to reproduce LBM equilibrium distributions, resulting in an adaptive lattice gas algorithm (ALGA) that achieves the same simulation results of LBM. Considering this, we develop a quantum algorithm that involves a linear collision operator and capable of simulating the same phenomena, while still using a measurement and reinitialization procedure."
Quantum Walks-Based Adaptive Distribution Generation with Efficient CUDA-Q Acceleration,"Yen-Jui Chang, Wei-Ting Wang, Chen-Yu Liu, Yun-Yuan Wang, Ching-Ray Chang",2025-04-18,2025,http://arxiv.org/abs/2504.13532v1,"We present a novel Adaptive Distribution Generator that leverages a quantum walks-based approach to generate high precision and efficiency of target probability distributions. Our method integrates variational quantum circuits with discrete-time quantum walks, specifically, split-step quantum walks and their entangled extensions, to dynamically tune coin parameters and drive the evolution of quantum states towards desired distributions. This enables accurate one-dimensional probability modeling for applications such as financial simulation and structured two-dimensional pattern generation exemplified by digit representations(0~9). Implemented within the CUDA-Q framework, our approach exploits GPU acceleration to significantly reduce computational overhead and improve scalability relative to conventional methods. Extensive benchmarks demonstrate that our Quantum Walks-Based Adaptive Distribution Generator achieves high simulation fidelity and bridges the gap between theoretical quantum algorithms and practical high-performance computation."
Logical channel for heralded and pure loss with the Gottesman-Kitaev-Preskill code,"Tom B. Harris, Takaya Matsuura, Ben Q. Baragiola, Nicolas C. Menicucci",2025-04-18,2025,http://arxiv.org/abs/2504.13497v1,"Photon loss is the dominant source of noise in optical quantum systems. The Gottesman-Kitaev-Preskill (GKP) bosonic code provides significant protection; however, even low levels of loss can generate uncorrectable errors that another concatenated code must handle. In this work, we characterize these errors by deriving analytic expressions for the logical channel that arises from pure loss acting on approximate GKP qubits. Unlike random displacement noise, we find that the loss-induced logical channel is not a stochastic Pauli channel. We also provide analytic expressions for the logical channel for ""heralded loss,"" when some loss mode is measured either by photon number counting -- i.e., photon subtraction -- or heterodyne detection. These offer a pathway to intentionally inducing non-Pauli channels for, e.g., magic-state production."
Simulating Nonlinearity in Quantum Neural Networks While Mitigating Barren Plateaus,Ding-Dang Yang,2025-04-18,2025,http://arxiv.org/abs/2504.13980v1,"Quantum neural networks (QNNs) encounter significant challenges in realizing nonlinear behavior and effectively optimizing parameters. This study addresses these issues by modeling nonlinearity through a Taylor series expansion, where the method uses tensor products to generate the series basis, and parameterized unitary matrices define the corresponding coefficients. This design substantially reduces quantum circuit depth compared to conventional methods that rely on parameterized quantum gates, thereby mitigating the barren plateau problem. A QNN was implemented and tested on the MNIST and Fashion MNIST datasets to evaluate the proposed method, achieving test accuracies of 98.7% and 88.3%, respectively. With noise added, the accuracy decreased slightly to 98.6% and 87.2%."
Chirality-induced quantum nonreciprocity,"Zimo Zhang, Zhongxiao Xu, Ran Huang, Xingda Lu, Fengbo Zhang, Donghao Li, Şahin K. Özdemir, Franco Nori, Han Bao, Yanhong Xiao, Bing Chen, Hui Jing, Heng Shen",2025-04-18,2025,http://arxiv.org/abs/2504.13437v2,"Chirality, nonreciprocity, and quantum correlations are at the center of a wide range of intriguing effects and applications across natural sciences and emerging quantum technologies. However, the direct link combining these three essential concepts has remained unknown till now. Here, we establish a chiral non-Hermitian platform with flying atoms and demonstrate chirality-induced nonreciprocal bipartite quantum correlations between two channels: Quantum correlation emerges when two spatially separated light beams of the same polarization propagate in opposite directions in the atomic cloud, and it becomes zero when they travel in the same direction. Thus, just by flipping the propagation direction of one of the beams while keeping its polarization the same as the other beam, we can create or annihilate quantum correlations between two channels. We also show that this nonreciprocal quantum correlation can be extended to multi-color sidebands with Floquet engineering. Our findings may pave the road for realizing one-way quantum effects, such as nonreciprocal squeezing or entanglement, with a variety of chiral devices, for the emerging applications of e.g., directional quantum network or nonreciprocal quantum metrology."
Tight upper bound and monogamy relation for the maximum quantum value of the parity-CHSH inequality and applied to device-independent randomness,"Guannan Zhang, Jiamin Xu, Ming Li, Shuqian Shen, Lei Li, Shao-ming Fei",2025-04-18,2025,http://arxiv.org/abs/2504.13427v1,"Based on the violation of Bell inequalities, we can verify quantum random numbers by examining the correlation between device inputs and outputs. In this paper, we derive the maximum quantum value of the parity-CHSH inequality for a three-qubit system, establishing a tight upper bound applicable to any quantum state. Simultaneously, the necessary constraints for achieving saturation are analyzed. Utilizing this method, we present necessary and sufficient conditions for certain states to violate the parity-CHSH inequality. Building upon our proposal, the relationship between the noise parameter and the certifiable randomness in a bipartite entangled state is probed. Furthermore, we derive a monogamy relationship between the average values of the parity-CHSH inequality associated with the reduced three-qubit density matrices of GHZ-class states comprising four qubits."
Unraveling Dicke Superradiant Decay with Separable Coherent Spin States,"Pedro Rosario, Luiz O. R. Solak, A. Cidrim, R. Bachelard, Johannes Schachenmayer",2025-04-18,2025,http://arxiv.org/abs/2504.13418v1,"We show that Dicke superradiant decay from a fully inverted state can at all times be described by a positive statistical mixture of coherent spin states (CSS). Since CSS are separable, this implies that no entanglement is involved in Dicke decay. Based on this result, we introduce a new numerical quantum trajectory approach leading to low-entanglement unravelings. This opens up possibilities for large-scale numerical simulations of collective decay processes."
Ultrabroad resonance of localized plasmon on a nanoparticle coupled with surface plasmon on a nanowire enabling two-photon excited emission via continuous-wave laser,"Tamitake Itoh, Yuko S. Yamamoto",2025-04-18,2025,http://arxiv.org/abs/2504.13417v1,"This study found that plasmonic hotspots (HSs) between silver nanoparticles (NPs) and silver nanowires (NWs) generated two-photon excited emissions, including hyper-Rayleigh, hyper-Raman, and two-photon fluorescence of dye molecules with continuous-wave (CW) near-infrared (NIR) laser excitation. A comparison between experimental results and electromagnetic (EM) calculations revealed that a large EM enhancement factor (FR) at the HS appears in the visible to NIR regions owing to EM coupling between localized plasmons of the NP and surface plasmons of the NW. This ultrabroad resonance of the coupled plasmons enables the observation of two-photon-excited emissions with CW laser excitation. A comparison of the dependence of the NP diameter, NW diameter, and gap distance on two-photon-excited emissions further demonstrated that the large HS-by-HS variations in the emission intensities were mainly induced by the sensitivity of FR to the gap distance at the HSs. We also experimentally and theoretically investigated the propagation of two-photon-excited emission light to a neighboring NP on the NW via surface plasmons."
Adaptive Non-local Observable on Quantum Neural Networks,"Hsin-Yi Lin, Huan-Hsin Tseng, Samuel Yen-Chi Chen, Shinjae Yoo",2025-04-18,2025,http://arxiv.org/abs/2504.13414v1,"Conventional Variational Quantum Circuits (VQCs) for Quantum Machine Learning typically rely on a fixed Hermitian observable, often built from Pauli operators. Inspired by the Heisenberg picture, we propose an adaptive non-local measurement framework that substantially increases the model complexity of the quantum circuits. Our introduction of dynamical Hermitian observables with evolving parameters shows that optimizing VQC rotations corresponds to tracing a trajectory in the observable space. This viewpoint reveals that standard VQCs are merely a special case of the Heisenberg representation.   Furthermore, we show that properly incorporating variational rotations with non-local observables enhances qubit interaction and information mixture, admitting flexible circuit designs. Two non-local measurement schemes are introduced, and numerical simulations on classification tasks confirm that our approach outperforms conventional VQCs, yielding a more powerful and resource-efficient approach as a Quantum Neural Network."
Quantum repeaters enhanced by vacuum beam guides,"Yu Gan, Mohadeseh Azar, Nitish Kumar Chandra, Xin Jin, Jinglei Cheng, Kaushik P. Seshadreesan, Junyu Liu",2025-04-18,2025,http://arxiv.org/abs/2504.13397v1,"The development of large-scale quantum communication networks faces critical challenges due to photon loss and decoherence in optical fiber channels. These fundamentally limit transmission distances and demand dense networks of repeater stations. This work investigates using vacuum beam guides (VBGs)-a promising ultra-low-loss transmission platform-as an alternative to traditional fiber links. By incorporating VBGs into repeater-based architectures, we demonstrate that the inter-repeater spacing can be substantially extended, resulting in fewer required nodes and significantly reducing hardware and operational complexity. We perform a cost-function analysis to quantify performance trade-offs across first, second, and third-generation repeaters. Our results show that first-generation repeaters reduce costs dramatically by eliminating entanglement purification. Third-generation repeaters benefit from improved link transmission success, which is crucial for quantum error correction. In contrast, second-generation repeaters exhibit a more nuanced response; although transmission loss is reduced, their performance remains primarily limited by logical gate errors rather than channel loss. These findings highlight that while all repeater generations benefit from reduced photon loss, the magnitude of improvement depends critically on the underlying error mechanisms. Vacuum beam guides thus emerge as a powerful enabler for scalable, high-performance quantum networks, particularly in conjunction with near-term quantum hardware capabilities."
Logical channels in approximate Gottesman-Kitaev-Preskill error correction,"Mahnaz Jafarzadeh, Jonathan Conrad, Rafael N. Alexander, Ben Q. Baragiola",2025-04-18,2025,http://arxiv.org/abs/2504.13383v1,"The GKP encoding is a top contender among bosonic codes for fault-tolerant quantum computation. Analysis of the GKP code is complicated by the fact that finite-energy code states leak out of the ideal GKP code space and are not orthogonal. We analyze a variant of the GKP stabilizer measurement circuit using damped, approximate GKP states that virtually project onto the ideal GKP code space between rounds of error correction even when finite-energy GKP states are used. This allows us to identify logical maps between projectors; however, due to finite-energy effects, these maps fail to resolve completely positive, trace-preserving channels on the logical code space. We present two solutions to this problem based on channel twirling the damping operator. The first twirls over the full stabilizer group motivated by standard binning (SB) decoding that converts small amounts of damping into Gaussian random noise. The second twirls over a set of representative Pauli shifts that keeps the energy in the code finite and allow for arbitrary decoding. This approach is not limited to small damping, can be applied when logical GKP unitaries or other sources of CV noise are present, and allows us to study general decoding, which can be optimized to the noise in the circuit. Focusing on damping, we compare decoding strategies tailored to different levels of effective squeezing. While our results indicate that SB decoding is suboptimal for finite-energy GKP states, the advantage of optimized decoding over SB decoding shrinks as the energy in the code increases, and moreover the performance of both strategies converges to that of the stabilizer-twirled logical channel. These studies provide stronger arguments for commonplace procedures in the analysis of GKP error correction:(i) using stochastically shifted GKP states in place of coherently damped ones, and(ii) the use of SB decoding."
Addressing the Minor-Embedding Problem in Quantum Annealing and Evaluating State-of-the-Art Algorithm Performance,"Aitor Gómez-Tejedor, Eneko Osaba, Esther Villar-Rodriguez",2025-04-17,2025,http://arxiv.org/abs/2504.13376v1,"This study addresses the minor-embedding problem, which involves mapping the variables of an Ising model onto a quantum annealing processor. The primary motivation stems from the observed performance disparity of quantum annealers when solving problems suited to the processor's architecture versus those with non-hardware-native topologies. Our research has two main objectives: i) to analyze the impact of embedding quality on the performance of D-Wave Systems quantum annealers, and ii) to evaluate the quality of the embeddings generated by Minorminer, an algorithm provided by D-Wave and widely recognized as the standard minor-embedding technique in the literature. Regarding the first objective, our experiments reveal a clear correlation between the average chain length of embeddings and the relative errors of the solutions sampled. This underscores the critical influence of embedding quality on quantum annealing performance. For the second objective, we focus on the Minorminer technique, assessing its capacity to embed problems, the quality of the embeddings produced, and the robustness of the results. We also compare its performance with Clique Embedding, another algorithm developed by D-Wave, which is deterministic and designed to embed fully connected Ising models into quantum annealing processors, serving as a worst-case scenario. The results demonstrate that there is significant room for improvement for Minorminer, as it has not consistently outperformed the worst-case scenario."
"Optimized Clifford Noise Reduction: Theory, Simulations and Experiments","Edwin Tham, Nicolas Delfosse",2025-04-17,2025,http://arxiv.org/abs/2504.13356v1,"We propose several optimizations of the CliNR partial error correction scheme which implements Clifford circuits by consuming a resource state. Errors are corrected by measuring a sequence of Pauli operators that we refer to as the verification sequence. We first propose a global optimization algorithm searching for a verification sequence resulting in a low logical error rate using tabu search. Then, we introduce a proxy for the logical error rate which is easier to evaluate and we design a two-step optimization algorithm. First, a verification sequence minimizing the proxy is computed, then this sequence is refined by reintroducing the logical error rate. Finally, we identify a large group of automorphisms of the search space which preserve the proxy and we use this symmetry to reduce the size of the search space. This results in a 168 $\times$ (respectively 20,160 $\times$) reduction of the size of the search space for the optimization of verification sequences with three (respectively four) Pauli operators. Our numerical simulations for 20-qubit Clifford circuits with size 400 under the ion chain model show that our optimization algorithms improve the performance of CliNR by 25% and that the two-step optimization achieves the same results as the global optimization with 64% fewer evaluations of the logical error rate. Finally, we perform experiments on a 36-qubit trapped ion quantum computer, without mid-circuit measurements, showing that the CZNR variant of CliNR is at breakeven."
Quantum Geometry of Finite XY Chains: A Comparison of Neveu-Schwarz and Ramond Sectors,"Nayereh Einali, Hosein Mohammadzadeh, Vadood Adami, Morteza Nattagh Najafi",2025-04-17,2025,http://arxiv.org/abs/2504.13346v1,"This paper presents a geometrical analysis of finite length XY quantum chains. We begin by examining the ground state and the first excited state of the model, emphasizing the impact of finite size effects under two distinct choices of the Jordan Wigner transformation: the Neveu Schwartz (NS) and Ramond (R) sectors. We explore the geometric features of the system by analyzing the quantum (Berry) curvature derived from the Fubini Study metric, which is intimately connected to the quantum Fisher information. This approach uncovers a rich interplay between boundary conditions and quantum geometry. In the gamma h parameter space, we identify distinct sign changing arcs of the curvature, confined to some region. These arcs mark transitions between the NS and R sectors, indicating fundamental changes in the structure of the fermionic ground state. Remarkably, the number of such transition lines increases with system size, hinting at an emergent continuum of topological boundary effects in the thermodynamic limit. Our findings highlight a novel mechanism where boundary conditions shape quantum geometric properties, offering new insights into finite size topology and the structure of low dimensional quantum systems."
Quantum dynamics of a bosonic mode and a two-level system interacting with several reservoirs,"Narges Cheraghpour, Fardin Kheirandish",2025-04-17,2025,http://arxiv.org/abs/2504.13303v1,"In the framework of a novel dissipative scheme, we have investigated the quantum dynamics of an oscillating system interacting with two reservoirs with different temperatures trough different time-dependent coupling functions. The reduced density matrix, quantum optical characteristic functions, and (quasi) distribution functions like Husimi, Glauber-Sudarshan and Wigner functions on the phase space of the oscillator are obtained. The problem has been generalized to the case where the oscillator is interacting with $n$ distinctive reservoirs, and a quantum current and an effective reservoir is introduced. Finally, the quantum dynamics of a two-level system interacting with two reservoirs has been investigated, and the exact reduced density matrix is obtained."
Theory of quantum optics and optical coherence in high harmonic generation,"Philipp Stammer, Javier Rivera-Dean, Maciej Lewenstein",2025-04-17,2025,http://arxiv.org/abs/2504.13287v1,"Optical coherence encodes information about the correlations of the electromagnetic field. In combination with quantum optical approaches, it allows for the study of the correlations between photons. Since the pioneering papers of Glauber, studies of optical coherence have facilitated many fundamental insights into non-classical signatures of light emission processes, with wide applicability in modern quantum technologies. However, when it comes to the photon up-conversion process of high-order harmonic generation the description has focused on semi-classical methods for decades. In this work, we overcome this limitation and establish a quantum optical theory of field correlations for the process of high harmonic generation (HHG). In effect, we introduce the notion of optical coherence at the intersection of quantum optics and strong laser-driven processes, and obtain the harmonic field correlation functions. In particular, we focus on the first and second order field correlation, which allow to understand the origin of the classical properties of the HHG spectrum, and its departure into the quantum regime. Further, we develop the theory for two-time intensity correlation functions of the harmonic field, and demonstrate the onset of anti-bunching signatures in HHG. We study the correlation functions in the regime of a single, few and many emitters in atomic HHG, showing the transition from quantum to classical signatures in the correlations. Since the theory is generic, it can be extended to multi-time correlation functions of any order, and allows to consider the interaction of light with arbitrary material systems."
Atomic-scale imaging and charge state manipulation of NV centers by scanning tunneling microscopy,"Arjun Raghavan, Seokjin Bae, Nazar Delegan, F. Joseph Heremans, Vidya Madhavan",2025-04-17,2025,http://arxiv.org/abs/2504.13280v1,"Nitrogen-vacancy (NV) centers in diamond are among the most promising solid-state qubit candidates, owing to their exceptionally long spin coherence times, efficient spin-photon coupling, room-temperature operation, and steadily advancing fabrication and integration techniques. Despite significant progress in the field, atomic-scale characterization and control of individual NV centers have remained elusive. In this work, we present a novel approach utilizing a conductive graphene capping layer to enable direct imaging and manipulation of $NV^{-}$ defects via scanning tunneling microscopy (STM). By investigating over 40 individual $NV^{-}$ centers, we identify their spectroscopic signatures and spatial configurations. Our dI/dV conductance spectra reveal the ground state approximately 300 meV below the Fermi level. Additionally, density-of-states mapping uncovers a two-lobed wavefunction aligned along the [111] crystallographic direction. Remarkably, we demonstrate the ability to manipulate the charge state of the NV centers from $NV^{-}$ to $NV^{0}$ through STM tip-induced gating. This work represents a significant advancement in the atomic-scale understanding and engineering of NV centers, paving the way for future quantum device development."
High-Precision Phase Control of an Optical Lattice with up to 50 dB Noise Suppression,"Kendall Mehling, Murray Holland, Catie LeDesma",2025-04-17,2025,http://arxiv.org/abs/2504.13264v1,"An optical lattice is a periodic light crystal constructed from the standing-wave interference patterns of laser beams. It can be used to store and manipulate quantum degenerate atoms and is an ideal platform for the quantum simulation of many-body physics. A principal feature is that optical lattices are flexible and possess a variety of multidimensional geometries with modifiable band-structure. An even richer landscape emerges when control functions can be applied to the lattice by modulating the position or amplitude with Floquet driving. However, the desire for realizing high-modulation bandwidths while preserving extreme lattice stability has been difficult to achieve. In this paper, we demonstrate an effective solution that consists of overlapping two counterpropagating lattice beams and controlling the phase and intensity of each with independent acousto-optic modulators. Our phase controller mixes sampled light from both lattice beams with a common optical reference. This dual heterodyne locking method allows exquisite determination of the lattice position, while also removing parasitic phase noise accrued as the beams travel along separate paths. We report up to 50dB suppression in lattice phase noise in the 0.1Hz - 1Hz band along with significant suppression spanning more than four decades of frequency. When integrated, the absolute phase diffusion of the lattice position is only 10\r{A} over 10 s. This method permits precise, high-bandwidth modulation (above 50kHz) of the optical lattice intensity and phase. We demonstrate the efficacy of this approach by executing intricate time-varying phase profiles for atom interferometry."
Quantum precursors to Kolmogorov-Arnold-Moser theorem in Floquet spin-$J$ systems,"Jesús A. Segura-Landa, Meenu Kumari, Daniel J. Nader, Sercan Hüsnügil, Ali SaraerToosi, Sergio Lerma-Hernández",2025-04-17,2025,http://arxiv.org/abs/2504.13257v1,"The Kolmogorov-Arnold-Moser (KAM) theorem proves that the resonant tori of classical integrable Hamiltonians are broken when a non-integrable perturbation is introduced, whereas non-resonant tori are resilient and only get deformed for up to a finite value of the perturbative parameter. In this letter, we identify quantum precursors to the KAM theorem in one-degree-of-freedom spin Hamiltonians periodically perturbed by instantaneous kicks. After recognizing quantum signatures of resonances in the Floquet eigenstates of the perturbed Hamiltonian, we reveal a differentiated sensitivity to the perturbation of the eigenstates of the unperturbed Hamiltonian, depending on whether the states satisfy a resonant condition or not. It is also shown that this differentiated sensitivity becomes more pronounced as the system size increases, leading to the KAM theorem in the classical limit $J\rightarrow\infty$. Numerical and analytical results obtained from unitary perturbation theory strongly support these findings. Although specific to kicked models, our results can be easily extended to more general scenarios, allowing the identification of the quantum mechanism that corresponds to the KAM theorem in the classical limit."
Magnetic noise in macroscopic quantum spatial superposition,"Sneha Narasimha Moorthy, Andrew Geraci, Sougato Bose, Anupam Mazumdar",2025-04-17,2025,http://arxiv.org/abs/2504.13252v1,"In this paper, we will show how random fluctuations in the magnetic field will jitter the paths of a matter-wave interferometer randomly, hence, decohere the quantum superposition. To create a large spatial superposition with nanoparticles, we envisage embedding a spin in a nanoparticle as a defect and applying an inhomogeneous magnetic field as in a Stern-Gerlach type experiment to create a macroscopic quantum superposition. Such matter-wave interferometers are the cornerstone for many new fundamental advancements in physics; particularly, adjacent matter-wave interferometers can use entanglement features to test physics beyond the Standard Model, test the equivalence principle, improve quantum sensors, and test the quantum nature of spacetime in a lab. In particular, we will use white and flicker noise to study the decoherence and constrain the parameters keeping in mind ambient temperatures suitable for superconducting wires embedded on a chip. We will show that to obtain a tiny spatial superposition of a nanometer separation, $\Delta x \sim {\cal O} (10^{-9})$m and to minimize decoherence, $\Gamma\leq {\cal O}(\frac{\omega_0}{2\pi})$, where $\Gamma$ is the decoherence and $\omega_0$ is the frequency of the oscillator, we will need current fluctuations to be $\delta I/I\leq {\cal O}(10^{-8})$, which is not impossible to obtain in superconducting wire arrangements. For such tiny fluctuations, we demonstrate that the Humpty-Dumpty problem in a matter-wave interferometer arising from a mismatch in position and momentum does not cause a loss in contrast."
Quantum algorithm for solving nonlinear differential equations based on physics-informed effective Hamiltonians,"Hsin-Yu Wu, Annie E. Paine, Evan Philip, Antonio A. Gentile, Oleksandr Kyriienko",2025-04-17,2025,http://arxiv.org/abs/2504.13174v1,"We propose a distinct approach to solving linear and nonlinear differential equations (DEs) on quantum computers by encoding the problem into ground states of effective Hamiltonian operators. Our algorithm relies on constructing such operators in the Chebyshev space, where an effective Hamiltonian is a sum of global differential and data constraints. Once the effective Hamiltonian is formed, solutions of differential equations can be obtained using the ground state preparation techniques (e.g. imaginary-time evolution and quantum singular value transformation), bypassing variational search. Unlike approaches based on discrete grids, the algorithm enables evaluation of solutions beyond fixed grid points and implements constraints in the physics-informed way. Our proposal inherits the best traits from quantum machine learning-based DE solving (compact basis representation, automatic differentiation, nonlinearity) and quantum linear algebra-based approaches (fine-grid encoding, provable speed-up for state preparation), offering a robust strategy for quantum scientific computing in the early fault-tolerant era."
